ACO_Num,year,ACO_State,Start_Date,Track1,Track2,Adv_Pay,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,EarnSaveLoss,QualScore,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_INP_Other,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO_NAME,N_AB_Year,N_AB_Year_ESRD,N_AB_Year_DIS,N_AB_Year_AGED_Dual,N_AB_Year_AGED_NonDual,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,CHF_ADM,COPD_ADM,PNEU_ADM
A91115,2014,Arizona,7/1/12,1,0,0,11857,-0.0048,0.0289,-467198,0,0,0.88,8505,8633,97846898,98314096,,,0.5,0.44,62418,9054,9548,7575,71189,8679,13931,8295,70419,8364,11064,8090,74883,8676,9415,8101,8546,1.086,0.988,1.013,0.94,1.033,1.033,1.01,0.955,1.047,1.014,0.979,0.957,1.015,1.034,0.913,0.931,47,715,49,7249,1633,6456,2715,1053,6573,5284,11159,245,83,65,25,280,2352,2122,39,151,58,0,245,227,1,9,7,132,772,29,531,163,728,377,9838,3522,5433,874,9,0,0,0,0,75,127,338,29,0,0,"John C. Lincoln Accountable Care Organization, LLC",11505,66,1005,110,10324,217,286,1337,4053,55,268,168,7.127542447,4.519904966,4.780668714
A58588,2014,"Ohio,  Kentucky,  Michigan",7/1/12,1,0,0,64739,0.0252,0.02,15441442,15441442,6518339,0.86,9764,9458,611641418,596199976,,,0.5,0.43,80892,9305,12985,8343,72229,9081,13068,8250,71847,9362,12863,8707,72699,9754,11674,8613,9518,1.027,1.165,1.115,1.067,1.034,1.142,1.105,1.053,1.002,1.111,1.115,1.058,1.032,1.148,1.122,1.07,419,7851,1678,37793,13910,26659,16566,7604,36063,28676,57260,5912,212,226,16,1113,3162,2817,122,185,77,2,369,343,4,12,10,181,774,80,860,254,736,240,8748,3550,4203,970,24,4,0,2,0,34,424,871,194,0,8,"Mercy Health Select, LLC",62639,590,10824,2134,49090,221,798,2061,2737,144,459,262,18.3430827,12.56397396,10.79192681
A46075,2014,Kentucky,7/1/12,1,0,0,5059,0.1238,0.0388,6670157,6670157,2554879,0.78,11006,10588,53867703,47197546,,,0.5,0.39,78258,9463,17015,9225,78451,9182,15236,9422,84657,8980,16499,9875,68859,8476,13815,8727,9643,1.051,1.169,1.107,1.123,1.002,1.137,1.14,1.138,1.034,1.108,1.128,1.138,1.068,1.069,1.171,1.139,50,1647,626,5974,1233,1874,1396,556,2879,2180,4859,131,*,*,*,37,3267,2806,*,340,88,0,395,358,*,23,*,173,795,94,746,225,758,264,10596,5765,3675,1133,23,0,0,1,0,0,20,2,13,0,0,Southern Kentucky Health Care Alliance,4894,39,1037,468,3351,75,1019,1823,2736,191,502,338,19.00188997,24.10992491,19.00188997
A52797,2014,New York,7/1/12,1,0,0,33825,0.0023,0.0236,888494,0,0,0.9,11651,11747,383882561,382994067,,,0.5,0.45,85485,11686,12456,10045,75549,11949,12210,9978,75963,11570,11583,9945,79317,11721,12684,9944,11624,1.079,1.35,1.059,1.142,1.035,1.323,1.039,1.141,1.034,1.32,1.055,1.144,1.005,1.277,1.059,1.156,510,4828,4266,20822,6050,13576,9176,5023,20160,13665,24428,5166,660,1941,20,1610,3594,3247,46,196,127,0,332,312,2,9,9,192,752,30,644,246,664,369,10526,3311,6915,289,11,0,0,0,0,11,680,2818,138,5,0,"Mount Sinai Care, LLC",32948,535,4633,3654,24126,227,439,2682,3929,95,717,279,11.26011058,9.894328971,6.252244687
A66733,2014,New York,7/1/12,1,0,0,28825,0.0622,0.0241,17153220,17153220,8019532,0.95,9773,10008,275715167,258561947,,,0.5,0.48,82554,9189,11602,9378,80807,9634,13140,9590,72110,9136,11053,9641,71100,8228,12155,8869,9165,1.028,1,1.041,1.097,1.04,0.992,1.06,1.084,1.012,0.977,1.118,1.085,0.967,0.943,1.044,1.054,90,1368,304,18444,3055,12829,8765,4176,16537,12288,26216,1245,241,*,*,972,2340,2188,2,113,44,0,203,195,0,5,3,128,827,29,357,129,609,400,11715,3639,7920,154,2,0,0,0,0,0,113,366,14,0,0,"ProHEALTH Accountable Care Medical Group, PLLC",28211,128,1947,499,25637,73,388,1252,4714,34,355,165,7.124796181,4.182716166,4.678970627
A82170,2014,"Indiana,  Kentucky,  Illinois",7/1/12,1,0,0,18751,-0.0644,0.0255,-11009255,0,0,0.85,9438,9101,170836749,181846004,,,0.5,0.43,75839,7154,14141,8277,74493,7608,16110,8566,78577,8087,15910,8391,80496,9484,15333,9256,10046,1.039,1.054,1.12,1.008,1.024,1.052,1.113,1.013,1.023,1.06,1.11,1.002,1.038,1.094,1.137,1.018,93,2526,647,13094,3443,7680,5034,2594,10952,7799,17895,596,29,*,*,205,3531,2766,101,590,122,0,423,371,3,36,13,183,742,110,753,270,901,199,7985,3555,3226,943,261,0,0,1,0,5,104,156,60,0,3,"Deaconess Care Integration, LLC",18101,117,2634,879,14470,348,1381,2023,2389,131,315,235,16.62922176,13.64590623,13.25918014
A69375,2014,California,7/1/12,1,0,0,5571,0.008,0.0373,437982,0,0,0.86,10073,9909,54649540,54211559,,,0.5,0.43,75942,8589,10712,8585,89144,9587,10427,9104,92881,9366,11359,9069,78991,7776,10818,9351,9992,0.935,1.02,0.877,1.081,1.042,1.013,0.891,1.095,1.063,1.029,0.878,1.105,0.982,1.005,0.875,1.093,47,787,514,5659,775,2212,1631,953,3027,2544,4770,136,*,307,*,218,2902,2726,*,117,59,0,241,227,*,5,8,142,835,63,560,182,583,316,9683,4168,4673,279,563,0,14,0,0,4,109,117,19,1,0,"North Coast Medical ACO, Inc.",5426,57,556,276,4537,252,849,1774,3625,127,591,190,10.32147081,*,5.713671341
A98813,2014,Tennessee,7/1/12,1,0,1,12692,0.053,0.0284,7004050,7004050,2994177,0.87,10765,10511,132151674,125147624,2667712,2667712,0.5,0.44,72694,9043,14293,9527,78245,8789,15455,9528,79533,9202,16227,9862,64963,9594,14874,9415,10195,1.014,1.13,1.083,1.088,1.057,1.157,1.113,1.069,0.982,1.12,1.119,1.072,1.01,1.149,1.157,1.085,51,2336,942,7752,2768,5626,3158,1140,7152,5540,12430,122,*,*,*,109,3327,2801,23,251,266,0,413,369,1,15,28,194,780,103,826,242,760,275,9954,4833,3490,1610,21,0,0,1,0,0,33,2,34,0,0,"Cumberland Center for Healthcare Innovation, LLC",12276,72,2266,942,8996,175,954,1618,2924,224,900,403,20.03937275,15.64048605,21.99443351
A43014,2014,Indiana,7/1/12,1,0,0,41179,-0.0071,0.0229,-2952016,0,0,0.84,10478,10247,415836881,418788897,,,0.5,0.42,69677,9277,12984,8208,70323,9903,14992,8964,70124,9253,13703,8965,74670,10330,14693,8857,10553,1.001,1.304,1.057,1.056,1.019,1.275,1.102,1.047,0.994,1.238,1.04,1.05,1.019,1.227,1.101,1.042,519,5998,990,23721,11032,16774,9342,4031,23722,17457,34796,5276,226,187,25,669,3457,3096,131,203,76,1,367,342,3,11,11,193,754,81,900,233,739,253,8561,3205,4167,973,217,0,20,0,0,13,489,1807,309,10,12,"Indiana University Health ACO, Inc.",39685,667,8687,1815,28516,207,1058,2818,2473,121,381,356,12.57399401,13.65752455,10.20534584
A42388,2014,Iowa,7/1/12,1,0,0,51284,0.0174,0.0217,7560515,0,0,0.88,8767,8658,434397899,426837384,,,0.5,0.44,67437,8062,10055,7846,68358,7739,11489,7893,66668,8170,11163,8295,68942,8114,10713,8220,8614,1,1.051,1.001,1.005,1.014,1.054,0.998,1.003,1.031,1.057,0.981,1.001,1.079,1.039,0.984,1.01,260,6001,1864,38356,8058,20575,14763,7888,29512,21772,49397,777,299,184,27,600,2652,2522,13,93,36,0,295,286,0,5,4,148,752,87,658,167,572,218,8878,3503,3221,1216,938,20,9,16,0,15,390,595,187,0,0,"Mercy ACO, LLC",49549,253,6121,1943,41232,242,890,2317,2142,94,222,282,13.62276381,8.274567645,12.91639828
A05913,2014,Florida,7/1/12,1,0,0,3857,0.0456,0.0453,1636131,1636131,663464,0.83,9564,8748,35892477,34256345,,,0.5,0.41,76257,8561,10020,7197,72035,7788,8903,7768,68889,7956,8323,7054,73389,8924,8811,7244,9128,1.007,1.106,0.99,1.077,1.014,1.096,0.978,1.062,1.006,1.082,0.975,1.056,1.049,1.139,0.937,1.109,80,955,609,3028,960,1660,938,299,2198,1659,2671,609,*,340,*,146,2559,2428,*,52,56,0,328,313,*,*,11,192,777,29,712,255,738,306,10162,3610,5503,1022,27,0,0,0,0,5,77,28,11,0,0,"FPG Healthcare, LLC",3753,76,748,503,2426,156,267,1608,3751,99,588,295,13.5897322,16.52085091,6.128702758
A10213,2014,Iowa,7/1/12,1,0,0,18767,-0.0042,0.0255,-657679,0,0,0.89,8669,8867,156686884,157344563,,,0.5,0.45,62757,8927,12076,7497,61817,8960,11467,7893,62708,9328,10768,8022,65286,10043,10934,7688,8705,1.016,1.136,1.067,1.038,1.018,1.143,1.021,1.027,1.007,1.145,0.959,1.037,1.003,1.163,0.959,0.987,145,3039,513,12388,4506,7681,4518,2062,10622,8145,17716,496,113,108,13,321,2712,2417,40,100,165,0,320,295,1,6,17,172,756,61,806,213,696,241,8493,3381,3874,1185,54,0,0,4,0,16,179,1040,169,2,1,"University of Iowa Affiliated Health Providers, LC",18075,143,3464,609,13859,230,519,2648,2193,79,211,301,10.7885807,7.690321629,13.22292712
A40070,2014,Wisconsin,7/1/12,1,0,0,19126,0.04,0.0253,6408302,6408302,2825360,0.9,8654,8809,160273428,153865127,,,0.5,0.45,73275,7776,10850,7581,65015,8358,14609,8056,80565,7781,12882,8099,75283,7578,12435,7736,8308,1.042,1.084,1.028,0.955,1.014,1.024,1.051,0.969,1.029,1.03,1.04,0.969,1.013,1.013,0.968,0.954,154,1823,258,15016,2871,9064,4912,2279,10928,8198,18445,149,48,47,15,422,2810,2385,90,327,45,0,285,260,2,18,6,158,744,54,534,185,540,221,7626,3298,3661,662,4,0,0,0,0,6,152,403,82,1,2,"ProHealth Solutions, LLC",18520,144,1919,240,16216,218,506,2219,2238,79,296,176,10.74518874,5.237604561,6.69549449
A26898,2014,Florida,7/1/12,1,0,0,6683,0.1125,0.0346,9942893,9942893,4416897,0.91,13563,13735,88355136,78412243,,,0.5,0.45,83229,13210,14963,12603,95698,12731,19429,13174,103263,12505,17294,12141,86317,12223,14949,11053,12037,0.997,1.279,1.036,1.215,1.09,1.328,1.164,1.248,1.124,1.201,1.145,1.256,1.132,1.227,1.05,1.231,51,436,585,6147,673,2500,2225,1285,3912,2771,5895,280,*,344,*,130,3022,2539,103,334,89,0,340,309,2,18,11,170,806,73,646,264,741,393,14206,5413,8120,666,7,0,0,0,0,0,45,4,15,1,0,"Accountable Care Options, LLC",6514,55,476,448,5536,317,868,1579,5164,111,1055,209,11.97344352,10.89890371,9.670858225
A79251,2014,"Virginia,  Tennessee",7/1/12,1,0,0,20190,0.0432,0.025,8125117,8125117,3485421,0.88,9596,9345,187876724,179751608,,,0.5,0.44,78781,6750,13128,8895,78275,7086,14499,8972,80421,7003,13587,9066,80220,7531,13267,8851,9181,1.042,1.024,1.054,1.093,1.031,1.012,1.093,1.087,1.016,1.01,1.072,1.089,1.02,1.003,1.066,1.109,125,5728,1470,11413,6056,7614,4681,1839,11319,8871,19675,293,34,*,*,167,3017,2596,75,271,86,0,409,378,2,17,11,204,758,74,985,260,754,214,9310,4098,3381,1759,73,0,0,5,0,33,280,404,115,5,0,"AnewCare Collaborative, LLC",19579,107,5260,1310,12903,180,712,1725,2598,271,645,417,15.88450112,14.35223413,20.07269756
A62480,2014,Texas,7/1/12,1,0,0,15022,0.0387,0.027,6540213,6540213,2816277,0.88,11675,11626,168802594,162262381,,,0.5,0.44,65008,8961,13737,7594,65732,9132,13613,8017,70887,10258,16840,10053,69103,9275,14647,9095,11223,1.059,1.22,1.107,1.049,1.04,1.172,1.08,1.03,1.007,1.241,1.164,1.087,1.057,1.181,1.177,1.083,299,1843,948,8382,3058,6544,3652,1768,8281,6741,12080,1513,*,932,*,348,3285,2546,294,383,89,24,351,308,8,23,10,171,741,89,693,228,691,261,10376,4073,5153,1134,16,0,0,0,0,6,147,54,22,0,3,BHS Accountable Care LLC,14458,403,2167,1120,10768,526,1093,1736,3798,169,711,270,12.86477576,6.916546107,7.469869796
A71891,2014,"Ohio,  Michigan",7/1/12,1,0,0,16852,-0.0203,0.0263,-2767215,0,0,0.88,8327,8206,136381798,139149012,,,0.5,0.44,76291,7170,10010,7019,78165,7662,11245,7361,78747,7810,10883,7387,71047,8198,11237,7817,8496,1.037,0.987,0.996,0.989,1.039,1.038,1.03,1.036,1.024,1.042,1.08,1.031,1.053,1.032,1.018,1.018,108,2150,380,10508,3551,7306,4138,1857,9344,7508,15291,992,*,108,*,406,2743,2519,84,92,87,0,299,279,2,5,13,152,785,66,815,187,619,207,7988,3442,3830,707,9,0,0,0,0,0,109,155,52,0,0,"ProMedica Physician Group, Inc.",16378,133,2776,482,12986,243,664,1968,2374,96,381,246,13.06670737,9.586322699,11.90657915
A71489,2014,New Jersey,7/1/12,1,0,0,12646,-0.0036,0.0284,-520338,0,0,0.81,11696,13284,143405605,143925943,,,0.5,0.41,89935,11018,14454,10709,94554,11653,15921,10316,89902,11437,16622,10672,97189,12129,14819,9281,11738,1.134,1.435,1.194,1.217,1.146,1.412,1.211,1.204,1.154,1.347,1.218,1.197,1.101,1.304,1.116,1.113,173,1218,746,5147,2100,5376,3472,1698,7519,5127,8915,2863,*,310,*,397,3419,3081,84,204,79,0,305,284,2,12,6,194,747,64,596,213,728,346,10315,3564,6340,409,3,0,0,0,0,10,70,375,84,3,0,"Barnabas Health ACO-North, LLC",12261,240,1487,868,9666,262,918,2542,4204,389,320,391,14.02783819,11.90735102,6.279904306
A78144,2014,"Massachusetts,  Rhode Island",7/1/12,1,0,1,10833,0.0725,0.0295,7162344,7162344,3319187,0.95,9330,9571,98750155,91587812,0,0,0.5,0.47,81228,9257,11488,8226,84362,9294,13035,8852,78269,10396,12837,8991,70985,9852,9892,8118,8654,1.038,1.207,1.022,1.083,1.063,1.159,1.008,1.081,1.029,1.129,1.006,1.091,1.058,1.046,1.003,1.058,45,1052,269,7773,1570,4808,2812,1643,6455,4378,10099,279,37,98,15,305,2543,2241,*,167,130,0,259,236,*,8,13,159,802,60,547,176,697,246,9673,4062,4850,753,8,0,0,0,0,0,62,27,29,0,0,"Coastal Medical, Inc.",10584,46,1223,359,8956,211,606,1720,2946,152,567,169,12.47185172,7.369730564,*
A64316,2014,Washington,7/1/12,1,0,0,7783,-0.0027,0.0324,-160036,0,0,0.88,7692,7951,58361977,58522013,,,0.5,0.44,80425,8509,11216,6223,72705,8454,8783,7001,66907,7210,8586,6925,63267,7663,9276,7037,7713,0.937,1.191,1.037,0.933,0.943,1.141,1.025,0.924,0.94,1.137,0.92,0.918,0.956,1.144,0.99,0.906,102,575,208,6251,874,3846,2045,1018,4207,3576,6672,373,266,19,21,432,2245,2147,*,72,19,0,200,194,*,3,*,154,739,35,394,115,551,292,9009,3007,4981,1014,7,0,0,0,0,0,80,257,18,0,0,Polyclinic Management Services Company,7588,78,512,195,6803,110,383,1637,3015,57,263,169,5.798756782,2.240428757,3.953697806
A95753,2014,Illinois,1/1/13,1,0,0,17612,-0.0221,0.026,-5649717,0,0,0.91,15012,14604,255193552,260843269,,,0.5,0.46,102935,12278,17670,14183,103499,13122,16703,13751,91313,12590,16532,13181,97294,12641,18189,14057,15345,1.096,1.257,1.092,1.224,1.103,1.241,1.088,1.193,1.093,1.239,1.088,1.183,1.097,1.226,1.145,1.212,212,2667,2329,13615,2574,6806,5202,3030,9880,7732,13163,1463,1467,405,14,1100,5042,4356,308,352,146,0,515,474,7,19,15,218,829,218,807,396,853,303,13388,6546,5220,1605,17,0,0,0,0,0,97,151,14,0,0,Independent Physicians' ACO of Chicago LLC,16999,214,1957,1657,13171,351,2936,2116,4099,222,1258,190,24.41332046,14.11854677,9.000573566
A09762,2014,Ohio,7/1/12,1,0,0,46100,0.02,0.0224,9067549,0,0,0.82,10168,10173,453910648,444843100,,,0.5,0.41,66599,9709,13722,8467,67728,10281,12766,9101,66564,10019,11995,9172,67345,10235,12988,8997,9965,1.04,1.237,1.137,1.076,1.006,1.239,1.139,1.102,1.025,1.243,1.106,1.095,1.015,1.239,1.143,1.103,491,5876,1964,32968,8178,18778,12492,6652,27037,19063,38305,6519,219,78,14,965,3130,2773,112,145,122,18,361,333,3,9,15,184,793,101,753,228,800,260,9426,3990,4413,1018,4,0,0,0,0,111,337,1238,133,0,9,University Hospitals Coordinated Care,44641,499,6085,1647,36410,338,1071,2290,2673,155,441,224,16.39751275,10.41645277,10.70766543
A31344,2014,"Maryland,  Pennsylvania",7/1/12,1,0,0,11810,0.0277,0.0289,3812495,0,0,0.89,12042,12125,137411046,133598551,,,0.5,0.44,87473,11436,13676,10488,93732,11486,15549,10908,86277,12219,17153,11617,86498,12151,13614,11053,11708,1.055,1.119,1.037,1.085,1.057,1.109,1.09,1.065,1.061,1.121,1.182,1.059,1,1.141,1.049,1.052,62,963,318,8436,1535,5293,3168,1814,7143,4667,9976,1496,76,14,0,248,4282,4195,0,13,74,0,313,307,0,1,5,156,780,80,614,246,676,278,9782,3640,4757,1381,4,0,0,0,0,2,144,197,48,4,0,"Greater Baltimore Health Alliance Physicians, LLC",11411,71,1063,381,9896,343,816,2673,3356,51,420,194,11.392932,6.134655692,8.588517969
A10764,2014,Massachusetts,1/1/13,1,0,0,8830,0.1068,0.0312,13902836,13902836,6287775,0.92,15290,14714,130185968,116283132,,,0.5,0.46,134222,10846,15289,13611,127015,11675,18193,14679,130154,12111,17254,14103,105534,12663,17637,12787,13657,1.118,1.202,1.032,1.231,1.147,1.179,1.095,1.238,1.161,1.168,1.148,1.245,1.101,1.247,1.21,1.261,52,1714,639,6494,1704,3204,2316,1606,5075,3755,8119,205,*,155,*,265,4598,3665,337,346,323,0,423,365,11,18,29,190,828,143,937,310,750,390,14368,5744,5733,2884,6,0,0,0,0,7,150,297,45,1,2,Total Accountable Care Organization,8514,52,1411,559,6492,459,1596,2700,3592,343,912,185,16.91249156,11.7447858,13.03671224
A55870,2014,Vermont,7/1/12,1,0,0,7639,-0.0487,0.0327,-2762048,0,0,0.92,7628,7344,56724584,59486632,,,0.5,0.46,105249,7501,8331,6395,68458,7304,11340,6758,77701,7879,9850,7042,66598,8272,10534,7651,7999,1.082,0.98,0.869,0.903,1.109,0.986,0.911,0.893,0.972,0.933,0.95,0.902,1.003,0.968,0.941,0.917,14,766,261,5477,1217,3231,2123,1068,4341,3298,7380,*,35,*,0,190,2287,2082,0,207,*,0,223,212,0,10,*,128,799,63,576,155,479,164,9174,4894,2932,1330,18,0,0,0,0,0,31,4,13,0,0,"Accountable Care Coalition of Green Mountains, LLC",7436,19,942,304,6172,179,742,2091,2188,110,394,215,11.16141468,*,5.378995024
A59256,2014,Maine,7/1/12,1,0,0,6625,0.0266,0.0347,1426170,0,0,0.92,8290,7956,53664047,52237878,,,0.5,0.46,62576,6640,8581,6301,68814,6936,9090,6381,61193,7039,10001,7548,58345,7047,10178,7424,8070,1.032,0.94,0.891,0.914,1.013,0.926,0.895,0.923,1.039,0.93,0.927,0.929,0.937,0.938,0.92,1.012,21,2004,1705,3142,2169,2347,1473,636,3570,3055,6504,16,*,*,12,77,2696,2479,7,173,46,0,283,267,0,10,7,145,831,64,943,153,485,222,7868,281,2279,636,4673,0,30,0,0,0,63,87,54,0,0,"Maine Community Accountable Care Organization, LLC",6473,20,1951,1422,3081,131,541,2584,1569,188,289,326,8.03326596,12.20438482,13.28578601
A13682,2014,New York,7/1/12,1,0,0,12729,-0.0065,0.0284,-602683,0,0,0.92,7483,7311,93080190,93682872,,,0.5,0.46,74723,6155,7812,6321,56348,6520,8558,6931,69717,6695,9127,7121,65386,7109,9471,7184,7532,0.985,1.012,0.963,1.021,1.014,0.99,0.954,1.019,0.987,0.963,0.953,1.024,0.988,0.987,0.955,1.017,48,1369,323,10020,2009,4883,3793,2044,7423,5306,11969,345,75,30,22,288,2180,2068,0,93,21,0,245,238,0,5,2,164,803,51,479,178,723,228,9773,4272,4200,1291,10,0,0,0,0,0,63,31,29,1,0,"Accountable Care Coalition of Syracuse, LLC",12439,61,1552,394,10433,47,556,957,3174,94,453,223,12.30035374,6.511951978,9.406152857
A05247,2014,Texas,7/1/12,1,0,0,14954,0.0291,0.027,3656719,3656719,1528623,0.85,8729,8325,125653205,121996487,,,0.5,0.43,78168,6653,8754,6569,69214,6559,8339,6302,70870,6638,7731,6539,63838,7319,8263,6207,8475,1.016,0.957,0.819,0.889,0.998,0.935,0.816,0.878,0.996,0.929,0.816,0.903,0.965,0.955,0.813,0.898,236,3505,3148,4762,6016,5815,2376,747,8462,6492,9844,1525,86,3187,18,294,2686,2063,243,267,145,14,284,244,6,15,17,162,684,23,908,185,568,219,7703,284,2970,307,4142,0,136,0,0,0,197,194,90,0,0,"Essential Care Partners, LLC",14395,340,4866,3724,5466,115,242,2177,2124,153,1012,210,11.8095194,10.9064385,7.155179401
A14573,2014,Maine,7/1/12,1,0,0,49413,-0.002,0.0221,-831129,0,0,0.91,8725,8497,419217591,420048721,,,0.5,0.46,75195,7775,10396,7375,70284,7777,10888,7681,73804,7870,10839,7691,66448,8900,10733,7975,8742,1.067,1.049,0.946,0.97,1.082,1.033,0.943,0.977,1.04,1.019,0.967,0.97,1.05,1.026,0.95,0.991,181,7887,6372,29178,10410,18796,13385,6822,28021,21392,48015,205,206,60,52,875,2596,2256,1,264,82,1,272,248,0,14,9,148,781,61,799,156,535,237,8649,3403,3600,1323,324,3,0,11,0,11,401,1326,257,2,5,MaineHealth Accountable Care Organization,48049,225,8667,5691,33466,217,549,2329,2438,147,440,255,13.09073503,7.65880841,6.888765173
A67273,2014,"Illinois,  Iowa,  Missouri",7/1/12,1,0,0,80792,-0.0166,0.02,-11494407,0,0,0.91,8865,8817,693250847,704745254,,,0.5,0.45,66823,7823,11775,7725,70975,8343,13147,8087,71560,8622,13015,8226,74536,9508,12395,8321,9012,1.029,1.054,1.029,1.017,1.011,1.058,1.033,1.015,1.028,1.063,1.045,1.01,1.018,1.1,1.028,1.002,494,10012,2743,66419,13426,34134,22024,11208,46382,34410,76470,2653,303,217,41,1108,2882,2596,76,168,61,2,324,304,2,10,8,169,787,89,743,207,678,241,8509,2854,3571,1179,904,0,3,25,0,24,559,888,305,2,1,"Iowa Health Accountable Care, L.C.",78199,480,9983,2546,65190,253,885,1936,2574,103,352,274,12.86460093,8.286542148,10.88248051
A55185,2014,Michigan,1/1/13,1,0,0,122032,0.0246,0.02,27073648,27073648,12075693,0.91,9294,9095,1101577828,1074504180,,,0.5,0.46,72367,8216,10992,8252,75320,8408,11410,8399,72422,8511,11217,8493,71459,8565,10669,8417,9066,1.04,1.056,0.972,1.004,1.034,1.047,0.983,1.024,1.05,1.048,0.98,1.023,1.033,1.071,0.967,1.049,994,21485,4744,95025,26777,50349,30754,14152,68724,53308,107669,9696,1184,452,232,2799,2844,2578,68,133,85,1,310,290,2,7,10,175,771,53,759,222,676,212,8094,3575,3594,779,146,0,15,4,0,15,1216,3952,511,4,1,"Physician Organization of Michigan ACO, LLC",118525,1004,21314,4651,91556,188,543,2282,2611,104,457,293,12.7820955,7.635509196,6.403703292
A75525,2014,"Georgia,  Alabama",1/1/13,1,0,0,4530,0.0161,0.0416,753407,0,0,0.85,10684,9769,46815542,46062136,,,0.5,0.42,64270,8283,10394,8149,68897,8373,11078,8475,63438,8611,9365,8441,60117,9004,9717,8557,10512,0.952,1.206,1.023,1.081,0.978,1.213,1.004,1.094,0.962,1.177,1.004,1.104,0.946,1.165,0.986,1.125,173,1123,233,6173,989,1899,1213,429,2698,1832,2589,1842,34,*,*,47,3268,2478,146,595,76,0,340,293,5,34,8,161,732,28,702,205,595,295,11976,5633,5705,622,16,0,0,0,0,0,32,26,16,0,0,"Accountable Care Coalition of Western Georgia, LLC",4382,157,742,130,3353,510,196,2666,3177,147,528,282,13.00825378,8.900384162,8.900384162
A33458,2014,Illinois,1/1/13,1,0,0,39031,-0.019,0.0231,-8537569,0,0,0.88,11846,11831,448203107,456740676,,,0.5,0.44,94327,9843,17433,10768,91355,10068,17328,10725,91981,10153,16642,10763,90721,10278,18799,11113,12071,1.062,1.138,1.07,1.101,1.067,1.127,1.08,1.094,1.056,1.118,1.094,1.11,1.061,1.109,1.183,1.123,365,5156,2044,29731,5746,15100,11352,6833,22762,16269,33119,3421,480,981,12,1018,3954,3364,140,466,59,0,417,380,3,27,7,191,800,125,721,299,704,265,10284,4483,4788,1006,7,0,5,0,0,32,416,519,72,3,4,Medicare Value Partners,37836,360,4386,1462,31628,325,1635,2049,3371,169,910,209,16.49208433,9.858249126,10.01682686
